Review,Annotator_Sakib,Annotator_Sabbir,Annotator_Talha,Sentiment
অনেক ভাল ছিল প্রোডাক্টটি 🥰 হ্যাপি 😊,StronglyPositive,StronglyPositive,StronglyPositive,
"এই ছবি যেমন আছে... এখনো ব্যবহার করা হয়নি, ইনশাআল্লাহ ভালো হবে।",SlightlyPositive,SlightlyPositive,SlightlyPositive,
"আমি খুব খুশি 😀 অনেক সুন্দর আইল্যাশ গুলি, ন্যাচারাল লেগে। যদি চাইলে সবাই নিতে পারেন 👌",Positive,Positive,Positive,
সেই তো...,Positive,Positive,Positive,
ডেলিভারি সময়ে পেয়েছি... দেখা সুন্দর... এখনো ব্যবহার করিনি... ব্যবহার করে পরে রিভিউ যোগ করব...,SlightlyPositive,SlightlyPositive,SlightlyPositive,
খুব সুন্দর... ডেলিভারি বয় টা ভালো ছিলো।,Positive,Positive,Positive,
আমার রিটার্ন রিকুয়েস্ট নেয়া হয়নি।,Negative,Negative,Negative,
"স্প্রে তে অনেক মোয়লা ছিল এবং পাউডার অনেক কম ছিল, প্যাকেট খোলা ছিল তাই আমি রিটার্ন করে দিতে চাই।",StronglyNegative,Negative,Negative,
আলহামদুলিল্লাহ 🥰🥰 প্রোডাক্টগুলি সেই রকমই পেয়েছি... ☺️☺️ সবাই চোখ বুঝে নিতে পারেন... নতুন শপ তাই রিভিউ ছিলনা তবু অর্ডার করেছি.. সেই রকমই পেয়েছি ❤️❤️,Positive,StronglyPositive,StronglyPositive,
এতো সুন্দর প্রোডাক্ট দাওয়ার জন্য ধন্যবাদ।,Positive,Positive,Positive,
"4 টি মাল নিশ্চিত একটা ছেড়া ছিল, তাই সব ফেরত দিয়ে দিলাম, ফালতু সেলার।",Negative,Negative,Negative,
"দুটি অর্ডার করেছি রেড কালার, ২টি এ রেড পায়েছি। সবাই নিতে পারেন। ধন্যবাদ সেলার ভাই ও ধন্যবাদ দারাজ। 👍🏻",Positive,Positive,Positive,
"নরমালি প্রোডাক্টটি আলহামদুলিল্লাহ ভালো আছে। আমার দারামুখ এ কারাপ ও না + রং ও ঠিক আছে, নিউয়ার সময় সব কিছু ঠিক ঠাক করে কথা বলে নিলে ভালো।",Positive,Positive,Positive,
"এই লাইটটি অনেক ভালো 😍। তবে এটির চার্জারটি খারাপ ছিল, কিন্তু আপনি নিতে পারেন, এটি খুব ভালো।",SlightlyPositive,SlightlyPositive,SlightlyPositive,
"সেই একটা জিনিশ অস্ত্রী 😱😱😮😮😮😮 সেইটি প্রায় ২ কি.মি এর বেশি যাই, দারাজ কে ধন্যবাদ।",StronglyPositive,StronglyPositive,StronglyPositive,
এক কথায় অসাধারণ আপনারাও নিতে পারেন ধন্যবাদ দারাজ এবং বিক্রেতার কে।,StronglyPositive,StronglyPositive,StronglyPositive,
যেমন তা বলছি.. তেমনটি প্রোডাক্ট দিচ্ছেন... প্রোডাক্টের রেটিং ১০/১০... সেলারের ব্যবহার... আল্লাহমদুলিল্লাহ 💝 আপনারাও নিতে পারেন.. ইনশাআল্লাহ ভালো জিনিস পাবেন..,StronglyPositive,StronglyPositive,StronglyPositive,
আলহামদুলিল্লাহ প্রোডাক্টটি ভালো। প্যাকেজিং ও ভালো ছিল। ডেলিভারি তাড়াতাড়ি ছিল। দাম দিয়ে ভালো। এখান থেকে সুপারিশ করছি। বিক্রেতা ভাই এবং দারাজে ধন্যবাদ। 😊,StronglyPositive,StronglyPositive,StronglyPositive,
১০০% সুপারিশ। তবে কালো দেতে বলসিলাম। কালো দেওয়া হলে ভালো হতো।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
"পুরাপুরি সন্তুষ্ট বলতে পারেন, কোয়ালিটি ও অনেক ভালো।",StronglyPositive,StronglyPositive,StronglyPositive,
যেমন তা চাইছিলাম তেমন তা পেয়েছি... তবে দাম তা কমানো গেলো... এবং ডেলিভারি অনেক বেশি দেরি হলো... যিনি তার সাথে দারাজ থেকে ৪টি প্রোডাক্ট অর্ডার করেছেন সেই ৪টি তার মধ্যে প্রায় সবই ভালো পেয়েছেন.... ডেলিভারি...,Positive,Positive,Positive,
